Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards,Player-additional
369,Rayan Rupert,19,POR,SG,39,12,633,54,161,.335,28,78,.359,26,83,.313,.422,19,25,.760,24,68,92,62,12,3,31,56,155,0,,ruperra01
370,Skylar Mays,26,2TM,SG,38,5,433,63,159,.396,16,54,.296,47,105,.448,.447,13,17,.765,10,33,43,85,21,4,20,26,155,0,,mayssk01
370,Skylar Mays,26,POR,PG,21,5,356,53,138,.384,14,49,.286,39,89,.438,.435,13,17,.765,9,28,37,75,14,3,18,20,133,0,,mayssk01
370,Skylar Mays,26,LAL,SG,17,0,77,10,21,.476,2,5,.400,8,16,.500,.524,0,0,,1,5,6,10,7,1,2,6,22,0,,mayssk01
371,Neemias Queta,24,BOS,C,28,0,333,67,104,.644,0,0,,67,104,.644,.644,20,28,.714,53,69,122,20,13,21,13,50,154,0,,quetane01
372,Javon Freeman-Liberty,24,TOR,PG,22,6,403,55,124,.444,10,42,.238,45,82,.549,.484,33,36,.917,16,54,70,40,10,4,25,28,153,0,,freemja01
373,Johnny Davis,21,WAS,SG,50,6,613,62,154,.403,14,40,.350,48,114,.421,.448,14,24,.583,18,54,72,32,18,10,13,57,152,0,,davisjo06
374,Nassir Little,23,PHO,SF,45,2,458,57,124,.460,21,70,.300,36,54,.667,.544,17,20,.850,14,61,75,21,10,10,14,39,152,0,,littlna01
375,Matt Ryan,26,NOP,SF,28,1,390,49,113,.434,41,91,.451,8,22,.364,.615,13,14,.929,6,34,40,18,6,1,19,32,152,0,,ryanma01
376,Jarred Vanderbilt,24,LAL,PF,29,6,581,59,114,.518,8,27,.296,51,87,.586,.553,24,36,.667,41,97,138,36,36,5,28,43,150,0,,vandeja01
377,Aleksej Pokusevski,22,2TM,PF,28,0,405,49,121,.405,18,55,.327,31,66,.470,.479,30,41,.732,17,72,89,35,15,13,19,22,146,0,,pokusal01
377,Aleksej Pokusevski,22,OKC,PF,10,0,60,4,16,.250,2,11,.182,2,5,.400,.313,2,4,.500,2,8,10,5,1,1,3,5,12,0,,pokusal01
377,Aleksej Pokusevski,22,CHO,PF,18,0,345,45,105,.429,16,44,.364,29,61,.475,.505,28,37,.757,15,64,79,30,14,12,16,17,134,0,,pokusal01
378,Dominick Barlow,20,SAS,PF,33,1,420,56,113,.496,3,9,.333,53,104,.510,.509,29,42,.690,45,68,113,36,12,14,9,47,144,0,,barlodo01
379,Danuel House Jr.,30,PHI,SF,34,4,509,47,105,.448,15,50,.300,32,55,.582,.519,35,46,.761,16,42,58,28,15,5,19,45,144,0,,houseda01
380,Johnny Juzang,22,UTA,SG,20,5,372,51,110,.464,32,77,.416,19,33,.576,.609,10,14,.714,7,29,36,23,4,2,13,29,144,0,,juzanjo01
381,DeAndre Jordan,35,DEN,C,36,2,396,58,93,.624,0,0,,58,93,.624,.624,26,53,.491,54,103,157,26,6,16,23,56,142,0,,jordade01
382,Ish Smith,35,CHO,PG,43,5,741,66,158,.418,4,8,.500,62,150,.413,.430,3,4,.750,11,65,76,145,17,4,47,49,139,0,,smithis01
383,Lindy Waters III,26,OKC,SG,38,0,280,49,104,.471,37,85,.435,12,19,.632,.649,2,2,1.000,7,33,40,24,5,7,7,23,137,0,,waterli01
384,Thaddeus Young,35,2TM,PF,33,6,439,65,108,.602,1,7,.143,64,101,.634,.606,6,15,.400,46,57,103,57,23,5,15,49,137,0,,youngth01
384,Thaddeus Young,35,TOR,PF,23,6,350,54,87,.621,1,6,.167,53,81,.654,.626,5,12,.417,29,46,75,50,18,3,11,38,114,0,,youngth01
384,Thaddeus Young,35,PHO,PF,10,0,89,11,21,.524,0,1,.000,11,20,.550,.524,1,3,.333,17,11,28,7,5,2,4,11,23,0,,youngth01
385,A.J. Lawson,23,DAL,SG,42,0,311,54,121,.446,13,50,.260,41,71,.577,.500,15,23,.652,14,36,50,20,10,3,14,22,136,0,,lawsoaj01
386,Vit Krejci,23,ATL,PG,22,14,541,51,104,.490,28,68,.412,23,36,.639,.625,5,6,.833,11,41,52,50,13,6,20,48,135,0,,krejcvi01
387,Noah Clowney,19,BRK,PF,23,4,370,50,93,.538,12,33,.364,38,60,.633,.602,21,30,.700,26,55,81,18,8,16,15,25,133,0,,clownno01
388,Ousmane Dieng,20,OKC,PF,33,0,365,49,116,.422,21,70,.300,28,46,.609,.513,14,16,.875,10,41,51,37,8,5,19,22,133,0,,diengou01
389,Stanley Umude,24,DET,SG,24,2,307,37,84,.440,24,53,.453,13,31,.419,.583,29,32,.906,8,43,51,11,8,7,14,40,127,0,,umudest01
390,Robert Covington,33,2TM,PF,29,6,488,43,98,.439,19,56,.339,24,42,.571,.536,22,26,.846,31,66,97,24,39,18,11,56,127,0,,covinro01
390,Robert Covington,33,LAC,PF,3,3,69,3,9,.333,2,8,.250,1,1,1.000,.444,1,2,.500,2,6,8,7,6,2,0,7,9,0,,covinro01
390,Robert Covington,33,PHI,SF,26,3,419,40,89,.449,17,48,.354,23,41,.561,.545,21,24,.875,29,60,89,17,33,16,11,49,118,0,,covinro01
391,Patty Mills,35,2TM,PG,32,5,415,46,131,.351,24,87,.276,22,44,.500,.443,11,11,1.000,9,26,35,34,20,1,16,32,127,0,,millspa02
391,Patty Mills,35,ATL,PG,19,0,202,19,51,.373,13,34,.382,6,17,.353,.500,0,0,,5,15,20,14,9,1,8,17,51,0,,millspa02
391,Patty Mills,35,MIA,PG,13,5,213,27,80,.338,11,53,.208,16,27,.593,.406,11,11,1.000,4,11,15,20,11,0,8,15,76,0,,millspa02
392,Andre Jackson Jr.,22,MIL,SG,57,8,572,50,100,.500,17,46,.370,33,54,.611,.585,8,11,.727,43,70,113,50,16,6,28,92,125,0,,jacksan01
393,Olivier-Maxence Prosper,21,DAL,PF,40,1,336,40,104,.385,13,45,.289,27,59,.458,.447,28,41,.683,25,54,79,22,7,4,8,20,121,0,,prospol01
394,Alex Len,30,SAC,C,48,0,444,50,81,.617,0,3,.000,50,78,.641,.617,20,34,.588,46,82,128,50,11,33,27,66,120,0,,lenal01
395,Jarace Walker,20,IND,PF,33,0,340,45,110,.409,22,55,.400,23,55,.418,.509,8,9,.889,12,51,63,40,15,11,17,29,120,0,,walkeja02
396,Yuta Watanabe,29,2TM,SF,34,0,464,41,116,.353,25,85,.294,16,31,.516,.461,10,17,.588,11,43,54,15,12,7,19,39,117,0,,watanyu01
396,Yuta Watanabe,29,PHO,SF,29,0,382,35,97,.361,24,75,.320,11,22,.500,.485,10,15,.667,11,34,45,10,9,7,16,34,104,0,,watanyu01
396,Yuta Watanabe,29,MEM,SF,5,0,82,6,19,.316,1,10,.100,5,9,.556,.342,0,2,.000,0,9,9,5,3,0,3,5,13,0,,watanyu01
397,Jontay Porter,24,TOR,PF,26,5,360,40,104,.385,20,60,.333,20,44,.455,.481,15,18,.833,26,56,82,60,20,20,21,35,115,0,,portejo01
398,Jeremiah Robinson-Earl,23,NOP,PF,39,1,334,45,95,.474,13,39,.333,32,56,.571,.542,12,16,.750,23,53,76,21,10,4,16,24,115,0,,robinje02
399,Devonte' Graham,28,SAS,PG,23,0,313,38,108,.352,25,83,.301,13,25,.520,.468,13,16,.813,5,31,36,49,9,2,17,14,114,0,,grahade01
400,Isaiah Livers,25,DET,PF,23,6,469,40,116,.345,22,77,.286,18,39,.462,.440,12,18,.667,15,33,48,25,13,5,16,43,114,0,,liveris01
401,Javonte Green,30,CHI,SF,9,5,230,45,75,.600,10,27,.370,35,48,.729,.667,10,13,.769,20,47,67,5,10,8,7,19,110,0,,greenja02
402,Wesley Matthews,37,ATL,SG,36,3,413,34,97,.351,24,69,.348,10,28,.357,.474,18,24,.750,9,44,53,23,16,11,8,43,110,0,,matthwe02
403,Damian Jones,28,CLE,C,39,0,270,43,72,.597,3,14,.214,40,58,.690,.618,18,21,.857,20,42,62,15,7,13,13,27,107,0,,jonesda03
404,Chuma Okeke,25,ORL,SF,47,8,432,40,112,.357,23,82,.280,17,30,.567,.460,4,7,.571,18,62,80,20,9,7,16,19,107,0,,okekech01
405,Tosan Evbuomwan,22,2TM,SF,17,8,367,36,71,.507,12,32,.375,24,39,.615,.592,17,25,.680,18,42,60,16,6,5,9,23,101,0,,evbuoto01
405,Tosan Evbuomwan,22,MEM,SF,4,0,74,4,15,.267,2,8,.250,2,7,.286,.333,0,0,,8,6,14,6,0,1,1,5,10,0,,evbuoto01
405,Tosan Evbuomwan,22,DET,SF,13,8,293,32,56,.571,10,24,.417,22,32,.688,.661,17,25,.680,10,36,46,10,6,4,8,18,91,0,,evbuoto01
406,Luka Garza,25,MIN,C,25,0,122,36,75,.480,9,32,.281,27,43,.628,.540,18,25,.720,19,12,31,4,4,1,6,24,99,0,,garzalu01
407,Orlando Robinson,23,MIA,C,36,7,304,36,72,.500,8,15,.533,28,57,.491,.556,19,25,.760,28,56,84,34,7,8,18,35,99,0,,robinor01
408,Jamal Cain,24,MIA,PF,26,1,259,34,79,.430,11,31,.355,23,48,.479,.500,18,23,.783,15,22,37,10,10,5,8,22,97,0,,cainja01
409,Reggie Bullock,32,HOU,SF,44,0,417,34,82,.415,27,67,.403,7,15,.467,.579,1,1,1.000,6,67,73,15,12,5,10,29,96,0,,bullore01
410,Kenneth Lofton Jr.,21,3TM,PF,21,0,199,36,78,.462,7,24,.292,29,54,.537,.506,17,26,.654,12,26,38,33,6,5,14,24,96,0,,loftoke01
410,Kenneth Lofton Jr.,21,MEM,PF,15,0,99,14,37,.378,3,10,.300,11,27,.407,.419,8,15,.533,2,13,15,14,3,3,6,15,39,0,,loftoke01
410,Kenneth Lofton Jr.,21,PHI,PF,2,0,9,1,6,.167,0,2,.000,1,4,.250,.167,0,0,,0,3,3,0,0,0,2,0,2,0,,loftoke01
410,Kenneth Lofton Jr.,21,UTA,PF,4,0,91,21,35,.600,4,12,.333,17,23,.739,.657,9,11,.818,10,10,20,19,3,2,6,9,55,0,,loftoke01
411,Kessler Edwards,23,SAC,SF,54,0,275,34,82,.415,20,52,.385,14,30,.467,.537,5,9,.556,9,33,42,15,10,4,4,26,93,0,,edwarke02
412,Ben Simmons,27,BRK,PG,15,12,359,43,74,.581,0,0,,43,74,.581,.581,6,15,.400,31,88,119,86,12,9,27,36,92,0,,simmobe01
413,Jericho Sims,25,NYK,C,45,11,585,38,55,.691,0,0,,38,55,.691,.691,16,24,.667,56,91,147,25,8,19,16,45,92,0,,simsje01
414,Kobe Brown,24,LAC,PF,44,0,394,37,90,.411,14,48,.292,23,42,.548,.489,1,2,.500,20,42,62,25,12,6,9,49,89,0,,brownko01
415,Justin Champagnie,22,WAS,SF,15,1,235,32,78,.410,13,45,.289,19,33,.576,.494,12,15,.800,19,34,53,19,10,9,10,14,89,0,,champju01
416,Julian Phillips,20,CHI,SF,40,0,323,32,77,.416,12,38,.316,20,39,.513,.494,13,19,.684,12,24,36,13,7,7,10,40,89,0,,phillju01
417,Kira Lewis Jr.,22,3TM,PG,28,0,265,34,92,.370,4,33,.121,30,59,.508,.391,17,20,.850,9,17,26,37,9,2,14,13,89,0,,lewiski01
417,Kira Lewis Jr.,22,NOP,PG,15,0,144,16,52,.308,2,20,.100,14,32,.438,.327,10,11,.909,4,10,14,18,5,1,8,8,44,0,,lewiski01
417,Kira Lewis Jr.,22,TOR,PG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,0,,lewiski01
417,Kira Lewis Jr.,22,UTA,PG,12,0,119,18,40,.450,2,13,.154,16,27,.593,.475,7,9,.778,5,7,12,19,4,1,6,4,45,0,,lewiski01
418,Furkan Korkmaz,26,PHI,SG,35,0,300,30,76,.395,14,40,.350,16,36,.444,.487,14,20,.700,4,26,30,25,14,3,10,17,88,0,,korkmfu01
419,Garrett Temple,37,TOR,SG,27,2,289,29,78,.372,12,40,.300,17,38,.447,.449,18,22,.818,18,27,45,28,12,3,14,28,88,0,,templga01
420,Collin Gillespie,24,DEN,PG,24,0,225,32,69,.464,15,38,.395,17,31,.548,.572,8,12,.667,1,20,21,27,13,0,14,24,87,0,,gilleco01
421,Tristan Vukcevic,20,WAS,C,10,4,153,29,67,.433,10,36,.278,19,31,.613,.507,17,22,.773,6,30,36,13,5,7,10,28,85,0,,vukcetr01
422,Trent Forrest,25,ATL,SG,38,0,414,34,90,.378,2,10,.200,32,80,.400,.389,13,17,.765,11,40,51,92,11,3,20,25,83,0,,forretr01
423,Jared Rhoden,24,DET,SG,17,0,245,33,66,.500,12,31,.387,21,35,.600,.591,5,8,.625,3,30,33,14,3,13,7,28,83,0,,rhodeja01
424,Gui Santos,21,GSW,PF,23,0,192,28,55,.509,10,27,.370,18,28,.643,.600,16,17,.941,17,32,49,14,4,2,7,23,82,0,,santogu01
425,Kobe Bufkin,20,ATL,SG,17,0,196,34,92,.370,9,40,.225,25,52,.481,.418,4,8,.500,6,27,33,27,7,5,10,20,81,0,,bufkiko01
426,Jaylen Nowell,24,2TM,SG,13,1,214,34,78,.436,6,29,.207,28,49,.571,.474,7,9,.778,6,18,24,19,4,2,7,15,81,0,,nowelja01
426,Jaylen Nowell,24,MEM,SG,9,1,156,22,55,.400,4,23,.174,18,32,.563,.436,3,3,1.000,3,11,14,16,3,0,5,13,51,0,,nowelja01
426,Jaylen Nowell,24,DET,SG,4,0,58,12,23,.522,2,6,.333,10,17,.588,.565,4,6,.667,3,7,10,3,1,2,2,2,30,0,,nowelja01
427,Onuralp Bitim,24,CHI,SG,23,1,268,32,84,.381,12,44,.273,20,40,.500,.452,4,5,.800,6,26,32,13,3,2,10,24,80,0,,bitimon01
428,Ashton Hagans,24,POR,PG,19,1,316,29,71,.408,8,25,.320,21,46,.457,.465,14,17,.824,14,31,45,54,11,9,30,40,80,0,,haganas01
429,Cody Zeller,31,NOP,C,43,0,320,26,62,.419,1,3,.333,25,59,.424,.427,23,38,.605,48,64,112,39,9,5,16,45,76,0,,zelleco01
430,Moses Brown,24,POR,C,22,5,200,33,65,.508,0,0,,33,65,.508,.508,9,31,.290,37,49,86,7,5,7,11,27,75,0,,brownmo01
431,Jules Bernard,24,WAS,SG,19,0,149,29,64,.453,11,29,.379,18,35,.514,.539,5,9,.556,10,16,26,16,3,1,8,14,74,0,,bernaju01
432,Saben Lee,24,PHO,PG,24,0,185,20,55,.364,2,16,.125,18,39,.462,.382,29,39,.744,9,22,31,30,7,3,8,13,71,0,,leesa01
433,Leaky Black,24,CHO,SF,26,3,284,25,52,.481,9,20,.450,16,32,.500,.567,10,15,.667,9,39,48,24,8,11,6,19,69,0,,blackle01
434,Brandon Clarke,27,MEM,PF,6,1,134,33,59,.559,1,6,.167,32,53,.604,.568,1,7,.143,13,19,32,9,5,6,3,8,68,0,,clarkbr01
435,Markieff Morris,34,DAL,PF,26,1,216,23,68,.338,15,42,.357,8,26,.308,.449,5,6,.833,4,35,39,16,5,3,12,12,66,0,,morrima02
436,Colby Jones,21,SAC,SG,30,0,192,28,71,.394,2,22,.091,26,49,.531,.408,6,11,.545,17,23,40,20,7,5,10,29,64,0,,jonesco02
437,Charles Bassey,23,SAS,C,19,0,205,29,40,.725,0,1,.000,29,39,.744,.725,5,6,.833,23,53,76,21,8,17,15,31,63,0,,bassech01
438,Cory Joseph,32,GSW,PG,26,0,296,23,64,.359,13,42,.310,10,22,.455,.461,4,7,.571,6,24,30,42,4,3,12,25,63,0,,josepco01
439,Jeenathan Williams,24,HOU,SG,22,0,129,27,50,.540,2,5,.400,25,45,.556,.560,7,13,.538,12,11,23,7,4,1,4,10,63,0,,willije02
440,Justin Minaya,24,POR,SF,34,1,381,22,74,.297,12,49,.245,10,25,.400,.378,5,9,.556,30,26,56,21,9,10,9,35,61,0,,minayju01
441,Théo Maledon,22,2TM,PG,17,1,213,20,70,.286,5,30,.167,15,40,.375,.321,14,15,.933,4,20,24,28,7,0,18,21,59,0,,maledth01
441,Théo Maledon,22,CHO,PG,13,1,200,19,66,.288,5,30,.167,14,36,.389,.326,11,12,.917,4,19,23,28,7,0,15,18,54,0,,maledth01
441,Théo Maledon,22,PHO,PG,4,0,13,1,4,.250,0,0,,1,4,.250,.250,3,3,1.000,0,1,1,0,0,0,3,3,5,0,,maledth01
442,Harry Giles,25,2TM,C,23,0,100,23,50,.460,3,14,.214,20,36,.556,.490,7,13,.538,12,18,30,6,2,3,6,15,56,0,,gilesha01
442,Harry Giles,25,BRK,C,16,0,81,22,44,.500,3,11,.273,19,33,.576,.534,7,13,.538,12,14,26,6,1,3,6,15,54,0,,gilesha01
442,Harry Giles,25,LAL,C,7,0,19,1,6,.167,0,3,.000,1,3,.333,.167,0,0,,0,4,4,0,1,0,0,0,2,0,,gilesha01
443,Brandon Williams,24,DAL,PG,17,0,113,20,54,.370,3,15,.200,17,39,.436,.398,11,17,.647,4,9,13,17,1,1,7,4,54,0,,willibr03
444,Micah Potter,25,UTA,PF,16,0,186,19,40,.475,9,21,.429,10,19,.526,.588,6,8,.750,10,33,43,6,4,6,5,14,53,0,,pottemi01
445,Jeff Dowtin,26,PHI,PG,12,0,142,20,36,.556,9,19,.474,11,17,.647,.681,3,4,.750,3,17,20,27,7,1,5,1,52,0,,dowtije01
446,Terquavion Smith,21,PHI,PG,16,0,84,18,46,.391,13,35,.371,5,11,.455,.533,3,5,.600,0,4,4,12,8,0,7,8,52,0,,smithte01
447,P.J. Tucker,38,2TM,PF,31,10,486,18,50,.360,13,35,.371,5,15,.333,.490,3,3,1.000,28,57,85,16,16,7,8,54,52,0,,tuckepj01
447,P.J. Tucker,38,PHI,PF,3,3,66,2,5,.400,2,5,.400,0,0,,.600,0,0,,1,13,14,0,3,2,2,9,6,0,,tuckepj01
447,P.J. Tucker,38,LAC,PF,28,7,420,16,45,.356,11,30,.367,5,15,.333,.478,3,3,1.000,27,44,71,16,13,5,6,45,46,0,,tuckepj01
448,James Bouknight,23,CHO,SG,14,0,81,18,41,.439,13,30,.433,5,11,.455,.598,1,2,.500,1,8,9,6,1,1,2,3,50,0,,bouknja01
449,Josh Minott,21,MIN,SF,32,0,91,17,36,.472,4,10,.400,13,26,.500,.528,12,14,.857,4,13,17,8,5,5,2,10,50,0,,minotjo01
450,Darius Bazley,23,2TM,PF,9,0,152,18,30,.600,2,8,.250,16,22,.727,.633,10,12,.833,8,20,28,7,6,7,8,3,48,0,,bazleda01
450,Darius Bazley,23,PHI,PF,3,0,10,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,1,1,2,0,0,1,0,0,0,,bazleda01
450,Darius Bazley,23,UTA,PF,6,0,142,18,29,.621,2,8,.250,16,21,.762,.655,10,12,.833,8,19,27,5,6,7,7,3,48,0,,bazleda01
451,AJ Griffin,20,ATL,SF,20,0,171,18,62,.290,10,39,.256,8,23,.348,.371,2,2,1.000,2,16,18,5,1,2,8,6,48,0,,griffaj01
452,Mãozinha Pereira,23,MEM,SF,7,1,122,18,35,.514,5,13,.385,13,22,.591,.586,7,10,.700,11,26,37,2,6,4,5,10,48,0,,pereima01
453,Jahmi'us Ramsey,22,TOR,SG,7,1,121,18,41,.439,6,22,.273,12,19,.632,.512,5,6,.833,4,18,22,8,7,0,7,10,47,0,,ramseja01
454,Terry Taylor,24,CHI,PF,31,0,188,20,39,.513,2,9,.222,18,30,.600,.538,4,5,.800,17,20,37,10,5,2,7,17,46,0,,taylote01
455,Sidy Cissoko,19,SAS,SF,12,0,141,16,33,.485,1,12,.083,15,21,.714,.500,12,15,.800,8,14,22,10,7,3,3,18,45,0,,cissosi01
456,Boban Marjanović,35,HOU,C,14,0,71,18,34,.529,0,2,.000,18,32,.563,.529,9,14,.643,7,25,32,6,1,2,5,5,45,0,,marjabo01
457,Ryan Rollins,21,2TM,PG,13,0,78,14,27,.519,3,4,.750,11,23,.478,.574,13,17,.765,2,11,13,14,10,3,8,8,44,0,,rolliry01
457,Ryan Rollins,21,WAS,PG,10,0,66,13,25,.520,2,3,.667,11,22,.500,.560,13,17,.765,2,9,11,11,8,3,7,7,41,0,,rolliry01
457,Ryan Rollins,21,MIL,PG,3,0,12,1,2,.500,1,1,1.000,0,1,.000,.750,0,0,,0,2,2,3,2,0,1,1,3,0,,rolliry01
458,DeJon Jarreau,26,MEM,SG,9,0,150,17,50,.340,4,13,.308,13,37,.351,.380,5,11,.455,8,36,44,26,6,2,9,14,43,0,,jarrede01
459,Dylan Windler,27,3TM,SF,17,0,108,15,30,.500,13,27,.481,2,3,.667,.717,0,0,,3,13,16,10,2,0,2,6,43,0,,windldy01
459,Dylan Windler,27,NYK,SF,3,0,7,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,1,1,1,0,0,0,1,3,0,,windldy01
459,Dylan Windler,27,LAL,SF,8,0,28,4,9,.444,4,8,.500,0,1,.000,.667,0,0,,0,3,3,6,0,0,0,2,12,0,,windldy01
459,Dylan Windler,27,ATL,SF,6,0,73,10,19,.526,8,17,.471,2,2,1.000,.737,0,0,,3,9,12,3,2,0,2,3,28,0,,windldy01
460,Armoni Brooks,25,BRK,PG,10,0,104,15,46,.326,11,32,.344,4,14,.286,.446,1,2,.500,7,11,18,5,1,1,3,3,42,0,,brookar01
461,Jalen Pickett,24,DEN,SG,27,0,122,15,35,.429,9,25,.360,6,10,.600,.557,3,4,.750,1,13,14,21,4,0,9,13,42,0,,pickeja02
462,Zavier Simpson,26,MEM,PG,7,0,161,17,54,.315,5,17,.294,12,37,.324,.361,3,4,.750,4,16,20,25,7,3,10,11,42,0,,simpsza01
463,Cole Swider,24,MIA,SF,18,0,87,15,38,.395,10,30,.333,5,8,.625,.526,2,2,1.000,1,6,7,5,1,1,8,4,42,0,,swideco01
464,Emoni Bates,20,CLE,SF,15,0,133,15,49,.306,10,33,.303,5,16,.313,.408,1,4,.250,1,13,14,10,1,2,8,5,41,0,,batesem01
465,T.J. Warren,30,MIN,SF,11,0,125,18,41,.439,2,13,.154,16,28,.571,.463,3,4,.750,5,17,22,9,4,1,4,11,41,0,,warretj01
466,Robert Williams,26,POR,C,6,0,119,17,26,.654,0,0,,17,26,.654,.654,7,9,.778,11,27,38,5,7,7,7,17,41,0,,williro04
467,Trevelin Queen,26,ORL,SG,14,0,165,14,38,.368,3,17,.176,11,21,.524,.408,9,12,.750,3,17,20,18,7,5,7,15,40,0,,queentr01
468,Joe Harris,32,DET,SG,16,0,170,14,39,.359,10,30,.333,4,9,.444,.487,1,2,.500,3,10,13,10,3,2,4,19,39,0,,harrijo01
469,Otto Porter Jr.,30,TOR,SF,15,1,174,14,33,.424,8,23,.348,6,10,.600,.545,3,3,1.000,6,23,29,8,5,5,2,19,39,0,,porteot01
470,Dru Smith,26,MIA,SG,9,0,131,15,33,.455,7,17,.412,8,16,.500,.561,2,2,1.000,6,8,14,14,9,3,5,12,39,0,,smithdr01
471,Marques Bolden,25,2TM,C,11,2,121,17,25,.680,0,1,.000,17,24,.708,.680,3,4,.750,10,24,34,4,3,7,3,10,37,0,,boldema01
471,Marques Bolden,25,MIL,C,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,0,0,0,1,0,0,,boldema01
471,Marques Bolden,25,CHO,C,9,2,118,17,25,.680,0,1,.000,17,24,.708,.680,3,4,.750,10,22,32,4,3,7,3,9,37,0,,boldema01
472,Adama Sanogo,21,CHI,PF,9,0,66,14,27,.519,0,0,,14,27,.519,.519,8,12,.667,19,17,36,0,1,0,5,5,36,0,,sanogad01
473,Udoka Azubuike,24,PHO,C,16,0,113,16,23,.696,0,0,,16,23,.696,.696,3,13,.231,11,21,32,3,1,6,4,17,35,0,,azubuud01
474,Ibou Badji,21,POR,C,22,1,226,14,22,.636,0,0,,14,22,.636,.636,6,12,.500,20,31,51,13,3,20,15,46,34,0,,badjiib01
475,Buddy Boeheim,24,DET,SF,10,0,84,9,29,.310,8,25,.320,1,4,.250,.448,8,10,.800,3,7,10,3,0,1,0,5,34,0,,boehebu01
476,Jalen Hood-Schifino,20,LAL,SG,21,0,109,10,45,.222,2,15,.133,8,30,.267,.244,12,20,.600,2,11,13,8,3,2,9,13,34,0,,hoodsja01
477,Olivier Sarr,24,OKC,C,15,0,98,11,19,.579,2,6,.333,9,13,.692,.632,10,15,.667,10,26,36,2,0,7,3,18,34,0,,sarrol01
478,Gabe Vincent,27,LAL,PG,11,0,218,15,49,.306,3,28,.107,12,21,.571,.337,1,2,.500,4,5,9,21,9,0,5,19,34,0,,vincega01
479,Taj Gibson,38,2TM,PF,20,1,204,15,37,.405,2,10,.200,13,27,.481,.432,2,2,1.000,12,25,37,11,3,7,5,31,34,0,,gibsota01
479,Taj Gibson,38,NYK,PF,16,1,165,7,23,.304,0,6,.000,7,17,.412,.304,2,2,1.000,10,18,28,9,2,6,5,28,16,0,,gibsota01
479,Taj Gibson,38,DET,PF,4,0,39,8,14,.571,2,4,.500,6,10,.600,.643,0,0,,2,7,9,2,1,1,0,3,18,0,,gibsota01
480,Nate Hinton,24,HOU,SG,15,0,75,11,26,.423,7,14,.500,4,12,.333,.558,4,5,.800,7,15,22,10,3,2,3,11,33,0,,hintona01
481,Nathan Mensah,25,CHO,C,25,0,307,12,28,.429,0,0,,12,28,.429,.429,9,12,.750,29,36,65,9,6,14,14,64,33,0,,mensana01
482,Xavier Moon,29,LAC,SG,14,1,119,15,46,.326,2,17,.118,13,29,.448,.348,1,2,.500,8,10,18,21,3,3,5,8,33,0,,moonxa01
483,Thanasis Antetokounmpo,31,MIL,PF,34,0,155,16,30,.533,0,1,.000,16,29,.552,.533,0,2,.000,7,6,13,17,7,4,14,24,32,0,,antetth01
484,Matthew Hurt,23,MEM,PF,8,0,113,12,34,.353,5,20,.250,7,14,.500,.426,3,3,1.000,9,7,16,4,3,3,2,8,32,0,,hurtma01
485,Keon Johnson,21,BRK,SG,5,0,61,8,21,.381,4,10,.400,4,11,.364,.476,11,12,.917,3,4,7,3,3,1,5,5,31,0,,johnske07
486,Jerome Robinson,26,GSW,SG,22,0,81,11,33,.333,2,17,.118,9,16,.563,.364,7,11,.636,1,5,6,5,1,3,2,5,31,0,,robinje01
487,Moussa Diabaté,22,LAC,C,11,0,64,10,19,.526,0,0,,10,19,.526,.526,9,14,.643,15,9,24,4,5,1,2,4,29,0,,diabamo01
488,Jett Howard,20,ORL,SF,18,0,67,10,30,.333,7,25,.280,3,5,.600,.450,2,4,.500,1,6,7,6,2,2,3,4,29,0,,howarje01
489,Leonard Miller,20,MIN,SF,17,0,52,13,20,.650,2,5,.400,11,15,.733,.700,1,2,.500,5,15,20,8,2,1,1,5,29,0,,millele01
490,Daishen Nix,21,MIN,PG,15,0,50,9,24,.375,6,17,.353,3,7,.429,.500,3,6,.500,1,2,3,6,5,0,5,2,27,0,,nixda01
491,David Duke Jr.,24,SAS,SG,4,0,51,10,18,.556,3,6,.500,7,12,.583,.639,3,3,1.000,2,8,10,5,2,0,3,4,26,0,,dukeda01
492,Mouhamadou Gueye,25,TOR,PF,11,0,120,11,38,.289,0,3,.000,11,35,.314,.289,4,9,.444,12,11,23,5,3,18,12,15,26,0,,gueyemo01
493,Chris Livingston,20,MIL,SF,21,0,90,11,22,.500,1,5,.200,10,17,.588,.523,3,4,.750,3,18,21,5,2,0,5,15,26,0,,livinch01
494,Admiral Schofield,26,ORL,PF,23,0,84,10,26,.385,6,16,.375,4,10,.400,.500,0,2,.000,3,14,17,7,1,0,5,9,26,0,,schofad01
495,Oscar Tshiebwe,24,IND,PF,8,0,42,10,20,.500,0,0,,10,20,.500,.500,6,8,.750,8,8,16,2,2,1,0,3,26,0,,tshieos01
496,Colin Castleton,23,LAL,C,16,0,59,9,16,.563,0,0,,9,16,.563,.563,6,6,1.000,6,6,12,3,2,0,3,11,24,0,,castlco01
